No.,Color,Name,Type,Ct,Ct Comment,Given Conc (copies/ul),Calc Conc (copies/ul),% Var,Rep. Ct,Rep. Ct Std. Dev.,Rep. Ct (95% CI),Rep. Calc. Conc.,Rep. Calc. Conc. (95% CI)
1,0,ntc,NTC,38.08,,,,,38.08,,,,
2,0,ntc,NTC,,,,,,,,,,
3,0,ntc,NTC,,,,,,,,,,
4,33023,Cal,Calibrator (RQ),17.88,,,32863,,17.98,0.12,"[17.68 , 18.28]",30759,
5,33023,Cal,Calibrator (RQ),18.11,,,28022,,,,,,
6,33023,Cal,Calibrator (RQ),17.94,,,31601,,,,,,
7,16744448,0121,Unknown,21.23,,,3334,,21.28,0.04,"[21.17 , 21.39]",3221,
8,16744448,0121,Unknown,21.3,,,3176,,,,,,
9,16744448,0121,Unknown,21.31,,,3157,,,,,,
10,16744448,0123,Unknown,30.73,,,5,,31.57,0.97,"[29.15 , 33.99]",3,
11,16744448,0123,Unknown,32.64,,,1,,,,,,
12,16744448,0123,Unknown,31.35,,,3,,,,,,
13,16744448,0125,Unknown,21.68,,,2454,,21.62,0.06,"[21.48 , 21.77]",2541,
14,16744448,0125,Unknown,21.56,,,2651,,,,,,
15,16744448,0125,Unknown,21.64,,,2522,,,,,,
16,16744448,0127,Unknown,37.06,,,,,36.11,1.13,"[33.31 , 38.91]",,
17,16744448,0127,Unknown,36.4,,,,,,,,,
18,16744448,0127,Unknown,34.87,,,,,,,,,
19,16744448,0129,Unknown,24.29,,,410,,24.33,0.13,"[24.00 , 24.66]",400,
20,16744448,0129,Unknown,24.22,,,431,,,,,,
21,16744448,0129,Unknown,24.48,,,361,,,,,,
22,8388863,0131,Unknown,23.07,,,944,,23.17,0.14,"[22.82 , 23.51]",884,
23,8388863,0131,Unknown,23.1,,,923,,,,,,
24,8388863,0131,Unknown,23.33,,,793,,,,,,
25,8388863,0133,Unknown,24.21,,,433,,24.2,0.07,"[24.03 , 24.37]",436,
26,8388863,0133,Unknown,24.27,,,418,,,,,,
27,8388863,0133,Unknown,24.13,,,459,,,,,,
28,8388863,0135,Unknown,24.31,,,404,,24.42,0.15,"[24.05 , 24.80]",375,
29,8388863,0135,Unknown,24.6,,,333,,,,,,
30,8388863,0135,Unknown,24.36,,,391,,,,,,
31,8388863,0137,Unknown,22.51,,,1389,,22.44,0.1,"[22.20 , 22.67]",1460,
32,8388863,0137,Unknown,22.33,,,1571,,,,,,
33,8388863,0137,Unknown,22.47,,,1425,,,,,,
34,8388863,0139,Unknown,23.56,,,678,,23.54,0.02,"[23.50 , 23.59]",684,
35,8388863,0139,Unknown,23.55,,,681,,,,,,
36,8388863,0139,Unknown,23.52,,,694,,,,,,
37,4210816,0141,Unknown,17.66,,,38287,,17.85,0.17,"[17.43 , 18.27]",33532,
38,4210816,0141,Unknown,17.94,,,31667,,,,,,
39,4210816,0141,Unknown,17.96,,,31097,,,,,,
40,4210816,0143,Unknown,18.77,,,17944,,18.91,0.14,"[18.57 , 19.25]",16264,
41,4210816,0143,Unknown,19.04,,,14913,,,,,,
42,4210816,0143,Unknown,18.93,,,16076,,,,,,
43,4210816,0145,Unknown,19.71,,,9419,,19.81,0.09,"[19.58 , 20.04]",8788,
44,4210816,0145,Unknown,19.89,,,8325,,,,,,
45,4210816,0145,Unknown,19.83,,,8657,,,,,,
46,4210816,0147,Unknown,18.09,,,28540,,18.1,0.02,"[18.05 , 18.14]",28373,
47,4210816,0147,Unknown,18.12,,,27990,,,,,,
48,4210816,0147,Unknown,18.09,,,28593,,,,,,
49,4210816,0149,Unknown,19.05,,,14778,,19.21,0.15,"[18.85 , 19.57]",13234,
50,4210816,0149,Unknown,19.34,,,12163,,,,,,
51,4210816,0149,Unknown,19.25,,,12896,,,,,,
52,65408,0151,Unknown,19.75,,,9186,,19.82,0.07,"[19.65 , 19.99]",8723,
53,65408,0151,Unknown,19.88,,,8377,,,,,,
54,65408,0151,Unknown,19.84,,,8625,,,,,,
55,65408,0153,Unknown,19.63,,,9962,,20.06,0.38,"[19.12 , 21.00]",7395,
56,65408,0153,Unknown,20.32,,,6203,,,,,,
57,65408,0153,Unknown,20.24,,,6545,,,,,,
58,65408,0155,Unknown,18.99,,,15396,,18.95,0.11,"[18.66 , 19.23]",15870,
59,65408,0155,Unknown,19.03,,,14981,,,,,,
60,65408,0155,Unknown,18.82,,,17330,,,,,,
61,65408,0157,Unknown,20.15,,,6945,,19.96,0.17,"[19.54 , 20.38]",7941,
62,65408,0157,Unknown,19.86,,,8491,,,,,,
63,65408,0157,Unknown,19.86,,,8492,,,,,,
64,65408,0159,Unknown,21.17,,,3464,,21.39,0.22,"[20.86 , 21.93]",2979,
65,65408,0159,Unknown,21.4,,,2959,,,,,,
66,65408,0159,Unknown,21.6,,,2579,,,,,,
67,16777215,,Unknown,,,,,,,,,,
