No.,Color,Name,Type,Ct,Ct Comment,Given Conc (copies/ul),Calc Conc (copies/ul),% Var,Rep. Ct,Rep. Ct Std. Dev.,Rep. Ct (95% CI),Rep. Calc. Conc.,Rep. Calc. Conc. (95% CI)
1,0,ntc,NTC,,,,,,,,,,
2,0,ntc,NTC,,,,,,,,,,
3,0,ntc,NTC,,,,,,,,,,
4,33023,Cal,Calibrator (RQ),20.18,,,45781,,20.03,0.16,"[19.64 , 20.41]",50727,
5,33023,Cal,Calibrator (RQ),19.87,,,56054,,,,,,
6,33023,Cal,Calibrator (RQ),20.02,,,50865,,,,,,
7,16744448,0011,Unknown,20,,,51690,,20.06,0.1,"[19.81 , 20.31]",49650,
8,16744448,0011,Unknown,20,,,51479,,,,,,
9,16744448,0011,Unknown,20.18,,,45997,,,,,,
10,16744448,0013,Unknown,20.41,,,39452,,20.59,0.16,"[20.19 , 20.99]",35177,
11,16744448,0013,Unknown,20.73,,,32116,,,,,,
12,16744448,0013,Unknown,20.62,,,34354,,,,,,
13,16744448,0015,Unknown,20.09,,,48647,,20.05,0.4,"[19.07 , 21.04]",49842,
14,16744448,0015,Unknown,20.43,,,38960,,,,,,
15,16744448,0015,Unknown,19.64,,,65330,,,,,,
16,16744448,0017,Unknown,19.26,,,83829,,19.46,0.21,"[18.94 , 19.97]",73666,
17,16744448,0017,Unknown,19.44,,,74573,,,,,,
18,16744448,0017,Unknown,19.67,,,63948,,,,,,
19,16744448,0019,Unknown,19.51,,,70937,,19.42,0.09,"[19.18 , 19.65]",75579,
20,16744448,0019,Unknown,19.41,,,75910,,,,,,
21,16744448,0019,Unknown,19.33,,,80174,,,,,,
22,8388863,0051,Unknown,20.29,,,42760,,20.06,0.24,"[19.47 , 20.66]",49598,
23,8388863,0051,Unknown,20.08,,,48875,,,,,,
24,8388863,0051,Unknown,19.81,,,58381,,,,,,
25,8388863,0053,Unknown,19.94,,,53536,,19.92,0.03,"[19.86 , 19.99]",54288,
26,8388863,0053,Unknown,19.93,,,54010,,,,,,
27,8388863,0053,Unknown,19.89,,,55333,,,,,,
28,8388863,0055,Unknown,20.04,,,50212,,20.01,0.22,"[19.45 , 20.57]",51291,
29,8388863,0055,Unknown,20.22,,,44834,,,,,,
30,8388863,0055,Unknown,19.77,,,59937,,,,,,
31,8388863,0057,Unknown,20.2,,,45314,,20.4,0.39,"[19.42 , 21.37]",39858,
32,8388863,0057,Unknown,20.85,,,29649,,,,,,
33,8388863,0057,Unknown,20.14,,,47130,,,,,,
34,8388863,0059,Unknown,20.88,,,28993,,20.99,0.21,"[20.47 , 21.52]",26974,
35,8388863,0059,Unknown,21.24,,,23023,,,,,,
36,8388863,0059,Unknown,20.86,,,29403,,,,,,
37,4210816,0061,Unknown,19.82,,,58240,,19.78,0.04,"[19.67 , 19.89]",59652,
38,4210816,0061,Unknown,19.73,,,61568,,,,,,
39,4210816,0061,Unknown,19.79,,,59198,,,,,,
40,4210816,0063,Unknown,19.04,,,96550,,19.67,0.58,"[18.24 , 21.10]",64098,
41,4210816,0063,Unknown,20.17,,,46098,,,,,,
42,4210816,0063,Unknown,19.79,,,59169,,,,,,
43,4210816,0065,Unknown,20.09,,,48696,,20.11,0.01,"[20.07 , 20.14]",48169,
44,4210816,0065,Unknown,20.11,,,47950,,,,,,
45,4210816,0065,Unknown,20.12,,,47866,,,,,,
46,4210816,0067,Unknown,20.31,,,42191,,20.61,0.42,,34756,
47,4210816,0067,Unknown,20.9,,,28632,,,,,,
48,4210816,0067,Unknown,,,,,,,,,,
49,4210816,0069,Unknown,20.18,,,46009,,20.15,0.07,"[19.97 , 20.33]",46698,
50,4210816,0069,Unknown,20.07,,,49244,,,,,,
51,4210816,0069,Unknown,20.21,,,44948,,,,,,
52,65408,0092,Unknown,20.06,,,49588,,20.2,0.25,"[19.58 , 20.81]",45447,
53,65408,0092,Unknown,20.48,,,37696,,,,,,
54,65408,0092,Unknown,20.04,,,50217,,,,,,
55,65408,0094,Unknown,19.65,,,64719,,19.96,0.42,"[18.91 , 21.00]",53134,
56,65408,0094,Unknown,20.44,,,38817,,,,,,
57,65408,0094,Unknown,19.78,,,59715,,,,,,
58,65408,0096,Unknown,20.32,,,41834,,20.25,0.08,"[20.04 , 20.45]",43967,
59,65408,0096,Unknown,20.16,,,46559,,,,,,
60,65408,0096,Unknown,20.26,,,43635,,,,,,
61,65408,0098,Unknown,20.64,,,34002,,20.64,0.02,"[20.58 , 20.70]",34051,
62,65408,0098,Unknown,20.66,,,33538,,,,,,
63,65408,0098,Unknown,20.61,,,34620,,,,,,
64,65408,0100,Unknown,21.3,,,22146,,21.15,0.17,"[20.74 , 21.56]",24322,
65,65408,0100,Unknown,21.19,,,23719,,,,,,
66,65408,0100,Unknown,20.97,,,27389,,,,,,
67,16777215,,Unknown,,,,,,,,,,
