No.,Color,Name,Type,Ct,Ct Comment,Given Conc (copies/reaction),Calc Conc (copies/reaction),% Var,Rep. Ct,Rep. Ct Std. Dev.,Rep. Ct (95% CI),Rep. Calc. Conc.,Rep. Calc. Conc. (95% CI)
1,0,ntc,NTC,,,,,,,,,,
2,0,ntc,NTC,,,,,,,,,,
3,0,ntc,NTC,,,,,,,,,,
4,33023,Cal,Calibrator (RQ),15.09,,,85294,,15.14,0.05,"[15.02 , 15.26]",82225,
5,33023,Cal,Calibrator (RQ),15.18,,,79895,,,,,,
6,33023,Cal,Calibrator (RQ),15.15,,,81577,,,,,,
7,16744448,0011,Unknown,15.56,,,60784,,15.55,0.04,"[15.45 , 15.65]",61372,
8,16744448,0011,Unknown,15.51,,,63301,,,,,,
9,16744448,0011,Unknown,15.58,,,60079,,,,,,
10,16744448,0013,Unknown,14.84,,,101805,,14.7,0.35,"[13.84 , 15.57]",112159,
11,16744448,0013,Unknown,14.96,,,93145,,,,,,
12,16744448,0013,Unknown,14.31,,,148789,,,,,,
13,16744448,0015,Unknown,14.57,,,123088,,14.56,0.03,"[14.49 , 14.64]",123926,
14,16744448,0015,Unknown,14.59,,,121821,,,,,,
15,16744448,0015,Unknown,14.53,,,126927,,,,,,
16,16744448,0017,Unknown,15.87,,,48857,,15.83,0.08,"[15.63 , 16.03]",50227,
17,16744448,0017,Unknown,15.88,,,48359,,,,,,
18,16744448,0017,Unknown,15.74,,,53629,,,,,,
19,16744448,0019,Unknown,13.67,,,235139,,13.72,0.11,"[13.44 , 14.01]",225889,
20,16744448,0019,Unknown,13.65,,,238291,,,,,,
21,16744448,0019,Unknown,13.85,,,205708,,,,,,
22,8388863,0051,Unknown,16.51,,,30861,,16.43,0.16,"[16.04 , 16.82]",32757,
23,8388863,0051,Unknown,16.53,,,30587,,,,,,
24,8388863,0051,Unknown,16.25,,,37238,,,,,,
25,8388863,0053,Unknown,17.27,,,17957,,17.16,0.1,"[16.91 , 17.41]",19498,
26,8388863,0053,Unknown,17.11,,,20206,,,,,,
27,8388863,0053,Unknown,17.09,,,20431,,,,,,
28,8388863,0055,Unknown,15.91,,,47348,,15.96,0.04,"[15.85 , 16.07]",45745,
29,8388863,0055,Unknown,15.97,,,45389,,,,,,
30,8388863,0055,Unknown,16,,,44542,,,,,,
31,8388863,0057,Unknown,17.33,,,17291,,17.35,0.04,"[17.26 , 17.44]",16996,
32,8388863,0057,Unknown,17.33,,,17235,,,,,,
33,8388863,0057,Unknown,17.39,,,16475,,,,,,
34,8388863,0059,Unknown,17.38,,,16697,,17.34,0.04,"[17.25 , 17.43]",17139,
35,8388863,0059,Unknown,17.3,,,17566,,,,,,
36,8388863,0059,Unknown,17.34,,,17164,,,,,,
37,12615680,0061,Unknown,14.09,,,174185,,14,0.1,"[13.74 , 14.25]",185925,
38,12615680,0061,Unknown,14.01,,,183527,,,,,,
39,12615680,0061,Unknown,13.89,,,201048,,,,,,
40,12615680,0063,Unknown,14.33,,,146168,,14.37,0.04,"[14.28 , 14.46]",142169,
41,12615680,0063,Unknown,14.4,,,138963,,,,,,
42,12615680,0063,Unknown,14.38,,,141469,,,,,,
43,12615680,0065,Unknown,15.67,,,56210,,15.81,0.15,"[15.44 , 16.17]",51101,
44,12615680,0065,Unknown,15.97,,,45614,,,,,,
45,12615680,0065,Unknown,15.78,,,52046,,,,,,
46,12615680,0067,Unknown,16.03,,,43730,,16,0.2,"[15.51 , 16.49]",44609,
47,12615680,0067,Unknown,16.18,,,39187,,,,,,
48,12615680,0067,Unknown,15.79,,,51803,,,,,,
49,12615680,0069,Unknown,14.82,,,103263,,14.82,0.01,"[14.80 , 14.84]",103117,
50,12615680,0069,Unknown,14.83,,,102471,,,,,,
51,12615680,0069,Unknown,14.82,,,103619,,,,,,
52,65408,0092,Unknown,16.46,,,32148,,16.49,0.03,"[16.42 , 16.56]",31391,
53,65408,0092,Unknown,16.51,,,30940,,,,,,
54,65408,0092,Unknown,16.5,,,31101,,,,,,
55,65408,0094,Unknown,15.55,,,61239,,15.65,0.09,"[15.44 , 15.87]",57064,
56,65408,0094,Unknown,15.69,,,55443,,,,,,
57,65408,0094,Unknown,15.71,,,54730,,,,,,
58,65408,0096,Unknown,16.69,,,27129,,16.75,0.06,"[16.61 , 16.90]",25993,
59,65408,0096,Unknown,16.76,,,25937,,,,,,
60,65408,0096,Unknown,16.81,,,24960,,,,,,
61,65408,0098,Unknown,16.21,,,38265,,16.12,0.08,"[15.93 , 16.32]",40741,
62,65408,0098,Unknown,16.06,,,42615,,,,,,
63,65408,0098,Unknown,16.1,,,41471,,,,,,
64,65408,0100,Unknown,17.41,,,16276,,17.25,0.15,"[16.88 , 17.62]",18278,
65,65408,0100,Unknown,17.22,,,18718,,,,,,
66,65408,0100,Unknown,17.12,,,20044,,,,,,
67,16777215,,Unknown,31.92,,,1,,31.92,,,1,
