No.,Color,Name,Type,Ct,Ct Comment,Given Conc (copies/ul),Calc Conc (copies/ul),% Var,Rep. Ct,Rep. Ct Std. Dev.,Rep. Ct (95% CI),Rep. Calc. Conc.,Rep. Calc. Conc. (95% CI)
1,0,ntc,NTC,26.48,,,72,,26.5,0.04,"[26.41 , 26.59]",71,
2,0,ntc,NTC,26.54,,,69,,,,,,
3,0,ntc,NTC,26.48,,,72,,,,,,
4,33023,Cal,Calibrator (RQ),20.1,,,5565,,20.11,0.11,"[19.82 , 20.39]",5552,
5,33023,Cal,Calibrator (RQ),20.22,,,5128,,,,,,
6,33023,Cal,Calibrator (RQ),19.99,,,5997,,,,,,
7,16744448,0122,Unknown,20.17,,,5317,,20.14,0.04,"[20.03 , 20.24]",5439,
8,16744448,0122,Unknown,20.15,,,5381,,,,,,
9,16744448,0122,Unknown,20.09,,,5623,,,,,,
10,16744448,0124,Unknown,21.28,,,2501,,21.05,0.3,"[20.31 , 21.78]",2929,
11,16744448,0124,Unknown,20.71,,,3674,,,,,,
12,16744448,0124,Unknown,21.15,,,2733,,,,,,
13,16744448,0126,Unknown,23.14,,,701,,23.08,0.17,"[22.66 , 23.50]",731,
14,16744448,0126,Unknown,22.89,,,833,,,,,,
15,16744448,0126,Unknown,23.21,,,669,,,,,,
16,16744448,0128,Unknown,21.66,,,1930,,21.27,0.34,"[20.42 , 22.11]",2521,
17,16744448,0128,Unknown,21.04,,,2936,,,,,,
18,16744448,0128,Unknown,21.1,,,2829,,,,,,
19,16744448,0130,Unknown,21.69,,,1882,,21.77,0.07,"[21.60 , 21.93]",1788,
20,16744448,0130,Unknown,21.8,,,1755,,,,,,
21,16744448,0130,Unknown,21.82,,,1730,,,,,,
22,8388863,0132,Unknown,22.04,,,1483,,22.04,0.06,"[21.90 , 22.19]",1482,
23,8388863,0132,Unknown,22.1,,,1424,,,,,,
24,8388863,0132,Unknown,21.99,,,1542,,,,,,
25,8388863,0134,Unknown,22.04,,,1491,,21.82,0.19,"[21.34 , 22.29]",1731,
26,8388863,0134,Unknown,21.74,,,1826,,,,,,
27,8388863,0134,Unknown,21.68,,,1906,,,,,,
28,8388863,0136,Unknown,21.23,,,2585,,21.62,0.49,"[20.41 , 22.82]",1982,
29,8388863,0136,Unknown,22.16,,,1367,,,,,,
30,8388863,0136,Unknown,21.46,,,2204,,,,,,
31,8388863,0138,Unknown,19.92,,,6320,,19.97,0.06,"[19.81 , 20.13]",6107,
32,8388863,0138,Unknown,20.04,,,5818,,,,,,
33,8388863,0138,Unknown,19.95,,,6195,,,,,,
34,8388863,0140,Unknown,22.91,,,821,,23.02,0.1,"[22.78 , 23.26]",761,
35,8388863,0140,Unknown,23.07,,,735,,,,,,
36,8388863,0140,Unknown,23.08,,,731,,,,,,
37,4210816,0142,Unknown,21.56,,,2055,,21.6,0.04,"[21.51 , 21.70]",2001,
38,4210816,0142,Unknown,21.64,,,1950,,,,,,
39,4210816,0142,Unknown,21.6,,,2001,,,,,,
40,4210816,0144,Unknown,23.18,,,682,,23.3,0.1,"[23.05 , 23.54]",631,
41,4210816,0144,Unknown,23.35,,,610,,,,,,
42,4210816,0144,Unknown,23.36,,,605,,,,,,
43,4210816,0146,Unknown,21.37,,,2349,,21.45,0.07,"[21.26 , 21.63]",2225,
44,4210816,0146,Unknown,21.46,,,2206,,,,,,
45,4210816,0146,Unknown,21.52,,,2125,,,,,,
46,4210816,0148,Unknown,23.9,,,418,,24.03,0.14,"[23.68 , 24.39]",382,
47,4210816,0148,Unknown,24.18,,,345,,,,,,
48,4210816,0148,Unknown,24.02,,,386,,,,,,
49,4210816,0150,Unknown,22.79,,,894,,22.7,0.09,"[22.48 , 22.91]",950,
50,4210816,0150,Unknown,22.62,,,1004,,,,,,
51,4210816,0150,Unknown,22.69,,,956,,,,,,
52,65408,0152,Unknown,23.22,,,666,,23.06,0.14,"[22.71 , 23.41]",743,
53,65408,0152,Unknown,22.96,,,795,,,,,,
54,65408,0152,Unknown,23,,,773,,,,,,
55,65408,0154,Unknown,22.41,,,1155,,22.64,0.21,"[22.13 , 23.15]",987,
56,65408,0154,Unknown,22.81,,,881,,,,,,
57,65408,0154,Unknown,22.71,,,944,,,,,,
58,65408,0156,Unknown,24.75,,,235,,24.84,0.16,"[24.45 , 25.23]",220,
59,65408,0156,Unknown,25.02,,,195,,,,,,
60,65408,0156,Unknown,24.75,,,233,,,,,,
61,65408,0158,Unknown,24.99,,,199,,24.76,0.2,"[24.27 , 25.25]",232,
62,65408,0158,Unknown,24.68,,,246,,,,,,
63,65408,0158,Unknown,24.62,,,256,,,,,,
64,65408,0160,Unknown,28.27,,,21,,28.17,0.26,"[27.51 , 28.83]",23,
65,65408,0160,Unknown,27.87,,,28,,,,,,
66,65408,0160,Unknown,28.37,,,20,,,,,,
