No.,Color,Name,Type,Ct,Ct Comment,Given Conc (copies/ul),Calc Conc (copies/ul),% Var,Rep. Ct,Rep. Ct Std. Dev.,Rep. Ct (95% CI),Rep. Calc. Conc.,Rep. Calc. Conc. (95% CI)
1,0,ntc,NTC,,,,,,,,,,
2,0,ntc,NTC,,,,,,,,,,
3,0,ntc,NTC,,,,,,,,,,
4,33023,Cal,Calibrator (RQ),19.52,,,70693,,19.94,0.37,"[19.02 , 20.87]",53574,
5,33023,Cal,Calibrator (RQ),20.21,,,45033,,,,,,
6,33023,Cal,Calibrator (RQ),20.1,,,48301,,,,,,
7,16744448,0012,Unknown,19.77,,,59985,,19.9,0.18,"[19.44 , 20.35]",55213,
8,16744448,0012,Unknown,19.81,,,58268,,,,,,
9,16744448,0012,Unknown,20.11,,,48157,,,,,,
10,16744448,0014,Unknown,19.38,,,77599,,19.78,0.37,"[18.87 , 20.69]",59707,
11,16744448,0014,Unknown,19.86,,,56454,,,,,,
12,16744448,0014,Unknown,20.09,,,48588,,,,,,
13,16744448,0016,Unknown,19.81,,,58620,,19.51,0.26,"[18.87 , 20.15]",71186,
14,16744448,0016,Unknown,19.38,,,77295,,,,,,
15,16744448,0016,Unknown,19.34,,,79615,,,,,,
16,16744448,0018,Unknown,19.75,,,60804,,19.76,0.09,"[19.53 , 19.98]",60506,
17,16744448,0018,Unknown,19.85,,,56918,,,,,,
18,16744448,0018,Unknown,19.67,,,64004,,,,,,
19,16744448,0020,Unknown,19.82,,,58098,,19.97,0.13,"[19.64 , 20.30]",52714,
20,16744448,0020,Unknown,20.01,,,51329,,,,,,
21,16744448,0020,Unknown,20.08,,,49119,,,,,,
22,8388863,0052,Unknown,19.7,,,62870,,19.9,0.27,"[19.22 , 20.58]",55190,
23,8388863,0052,Unknown,19.78,,,59426,,,,,,
24,8388863,0052,Unknown,20.21,,,44996,,,,,,
25,8388863,0054,Unknown,20.09,,,48724,,20.08,0.12,"[19.80 , 20.37]",48838,
26,8388863,0054,Unknown,20.2,,,45349,,,,,,
27,8388863,0054,Unknown,19.97,,,52719,,,,,,
28,8388863,0056,Unknown,20.01,,,51399,,19.92,0.26,"[19.27 , 20.58]",54237,
29,8388863,0056,Unknown,20.14,,,47215,,,,,,
30,8388863,0056,Unknown,19.63,,,65744,,,,,,
31,8388863,0058,Unknown,20.38,,,40372,,20.35,0.08,"[20.15 , 20.56]",40942,
32,8388863,0058,Unknown,20.43,,,39072,,,,,,
33,8388863,0058,Unknown,20.26,,,43508,,,,,,
34,8388863,0060,Unknown,20.57,,,35482,,20.7,0.15,"[20.32 , 21.07]",32777,
35,8388863,0060,Unknown,20.86,,,29394,,,,,,
36,8388863,0060,Unknown,20.65,,,33763,,,,,,
37,4210816,0062,Unknown,20.39,,,39966,,19.97,0.47,"[18.81 , 21.13]",52654,
38,4210816,0062,Unknown,20.05,,,49988,,,,,,
39,4210816,0062,Unknown,19.47,,,73067,,,,,,
40,4210816,0064,Unknown,20.01,,,51374,,19.69,0.29,"[18.98 , 20.41]",63045,
41,4210816,0064,Unknown,19.44,,,74497,,,,,,
42,4210816,0064,Unknown,19.64,,,65473,,,,,,
43,4210816,0066,Unknown,19.57,,,68366,,19.37,0.18,"[18.91 , 19.82]",78090,
44,4210816,0066,Unknown,19.31,,,81050,,,,,,
45,4210816,0066,Unknown,19.22,,,85942,,,,,,
46,4210816,0068,Unknown,19.87,,,56353,,19.94,0.07,"[19.77 , 20.12]",53536,
47,4210816,0068,Unknown,20,,,51564,,,,,,
48,4210816,0068,Unknown,19.97,,,52806,,,,,,
49,4210816,0070,Unknown,19.77,,,60137,,19.76,0.26,"[19.11 , 20.41]",60335,
50,4210816,0070,Unknown,20.02,,,50925,,,,,,
51,4210816,0070,Unknown,19.5,,,71720,,,,,,
52,65408,0093,Unknown,20.76,,,31453,,21.01,0.21,"[20.47 , 21.54]",26774,
53,65408,0093,Unknown,21.13,,,24707,,,,,,
54,65408,0093,Unknown,21.13,,,24697,,,,,,
55,65408,0095,Unknown,20.65,,,33823,,20.76,0.11,"[20.48 , 21.04]",31424,
56,65408,0095,Unknown,20.87,,,29188,,,,,,
57,65408,0095,Unknown,20.76,,,31433,,,,,,
58,65408,0097,Unknown,19.55,,,69282,,19.55,0.01,"[19.53 , 19.57]",69143,
59,65408,0097,Unknown,19.56,,,68709,,,,,,
60,65408,0097,Unknown,19.55,,,69440,,,,,,
61,65408,0099,Unknown,,,,,,,,,,
62,65408,0099,Unknown,37.04,,,1,,,,,,
63,65408,0099,Unknown,,,,,,,,,,
64,65408,0102,Unknown,20.57,,,35515,,20.6,0.02,"[20.54 , 20.65]",34927,
65,65408,0102,Unknown,20.61,,,34713,,,,,,
66,65408,0102,Unknown,20.61,,,34560,,,,,,
67,16777215,,Unknown,,,,,,,,,,
