No.,Color,Name,Type,Ct,Ct Comment,Given Conc (copies/ul),Calc Conc (copies/ul),% Var,Rep. Ct,Rep. Ct Std. Dev.,Rep. Ct (95% CI),Rep. Calc. Conc.,Rep. Calc. Conc. (95% CI)
1,0,ntc,NTC,,,,,,,,,,
2,0,ntc,NTC,,,,,,,,,,
3,0,ntc,NTC,,,,,,,,,,
4,33023,Cal,Calibrator (RQ),17.88,,,32880,,18,0.17,"[17.58 , 18.43]",30270,
5,33023,Cal,Calibrator (RQ),17.93,,,31872,,,,,,
6,33023,Cal,Calibrator (RQ),18.2,,,26467,,,,,,
7,16744448,0011,Unknown,21.54,,,2693,,21.7,0.29,"[20.99 , 22.41]",2412,
8,16744448,0011,Unknown,22.03,,,1926,,,,,,
9,16744448,0011,Unknown,21.53,,,2706,,,,,,
10,16744448,0013,Unknown,22.58,,,1319,,22.47,0.43,"[21.40 , 23.55]",1421,
11,16744448,0013,Unknown,22.84,,,1104,,,,,,
12,16744448,0013,Unknown,22,,,1970,,,,,,
13,16744448,0015,Unknown,23.47,,,722,,23.06,0.48,"[21.87 , 24.25]",952,
14,16744448,0015,Unknown,23.18,,,876,,,,,,
15,16744448,0015,Unknown,22.53,,,1366,,,,,,
16,16744448,0017,Unknown,22.61,,,1295,,22.07,0.81,"[20.06 , 24.07]",1877,
17,16744448,0017,Unknown,22.45,,,1443,,,,,,
18,16744448,0017,Unknown,21.14,,,3540,,,,,,
19,16744448,0019,Unknown,,,,,,,,,,
20,16744448,0019,Unknown,21.13,,,3565,,,,,,
21,16744448,0019,Unknown,20.85,,,4313,,,,,,
22,8388863,0051,Unknown,21.41,,,2945,,21.34,0.09,"[21.12 , 21.55]",3089,
23,8388863,0051,Unknown,21.24,,,3301,,,,,,
24,8388863,0051,Unknown,21.37,,,3032,,,,,,
25,8388863,0053,Unknown,18.24,,,25759,,17.95,0.32,"[17.16 , 18.74]",31346,
26,8388863,0053,Unknown,18,,,30211,,,,,,
27,8388863,0053,Unknown,17.61,,,39579,,,,,,
28,8388863,0055,Unknown,19.32,,,12307,,18.86,0.39,"[17.88 , 19.84]",16794,
29,8388863,0055,Unknown,18.66,,,19249,,,,,,
30,8388863,0055,Unknown,18.61,,,19992,,,,,,
31,8388863,0057,Unknown,17.7,,,37252,,17.86,0.16,"[17.47 , 18.25]",33416,
32,8388863,0057,Unknown,17.86,,,33329,,,,,,
33,8388863,0057,Unknown,18.01,,,30053,,,,,,
34,8388863,0059,Unknown,19.56,,,10396,,19.3,0.25,"[18.67 , 19.93]",12434,
35,8388863,0059,Unknown,19.28,,,12587,,,,,,
36,8388863,0059,Unknown,19.06,,,14691,,,,,,
37,4210816,0061,Unknown,20.58,,,5181,,20.48,0.09,"[20.25 , 20.72]",5543,
38,4210816,0061,Unknown,20.39,,,5893,,,,,,
39,4210816,0061,Unknown,20.47,,,5579,,,,,,
40,4210816,0063,Unknown,21.03,,,3820,,21.23,0.3,"[20.48 , 21.98]",3333,
41,4210816,0063,Unknown,21.57,,,2631,,,,,,
42,4210816,0063,Unknown,21.08,,,3685,,,,,,
43,4210816,0065,Unknown,19.79,,,8935,,19.74,0.14,"[19.39 , 20.10]",9193,
44,4210816,0065,Unknown,19.58,,,10263,,,,,,
45,4210816,0065,Unknown,19.86,,,8474,,,,,,
46,4210816,0067,Unknown,20.36,,,6022,,20.02,0.34,"[19.17 , 20.88]",7595,
47,4210816,0067,Unknown,20.03,,,7551,,,,,,
48,4210816,0067,Unknown,19.68,,,9635,,,,,,
49,4210816,0069,Unknown,21.96,,,2021,,22.08,0.35,"[21.20 , 22.96]",1865,
50,4210816,0069,Unknown,22.47,,,1421,,,,,,
51,4210816,0069,Unknown,21.8,,,2260,,,,,,
52,65408,0092,Unknown,17.53,,,41877,,17.81,0.98,"[15.38 , 20.25]",34433,
53,65408,0092,Unknown,17.01,,,59751,,,,,,
54,65408,0092,Unknown,18.91,,,16316,,,,,,
55,65408,0094,Unknown,18.03,,,29737,,18.17,0.35,"[17.30 , 19.04]",27005,
56,65408,0094,Unknown,18.57,,,20543,,,,,,
57,65408,0094,Unknown,17.91,,,32239,,,,,,
58,65408,0096,Unknown,18.24,,,25708,,18.53,0.26,"[17.88 , 19.18]",21086,
59,65408,0096,Unknown,18.61,,,19998,,,,,,
60,65408,0096,Unknown,18.74,,,18237,,,,,,
61,65408,0098,Unknown,18.68,,,19041,,18.65,0.14,"[18.29 , 19.01]",19398,
62,65408,0098,Unknown,18.78,,,17765,,,,,,
63,65408,0098,Unknown,18.5,,,21578,,,,,,
64,65408,0100,Unknown,18.51,,,21359,,18.26,0.41,"[17.24 , 19.27]",25414,
65,65408,0100,Unknown,18.47,,,21907,,,,,,
66,65408,0100,Unknown,17.79,,,35079,,,,,,
67,16777215,,Unknown,,,,,,,,,,
