"","mean_RT","0131","0132","0133","0134","0135","0136","0137","0138","0139","0140"
"P1",4.11433333333333,4.106,0,0,0,4.106,0,0,4.131,0,0
"P2",4.61766666666667,0,0,4.608,0,4.634,0,0,0,0,4.621
"P3",4.81466666666667,0,0,4.818,0,0,0,0,0,0,0
"P4",5.11366666666667,0,0,5.117,0,0,0,0,0,0,0
"P5",5.55536666666667,5.55,5.55,5.563,5.556,5.563,5.563,5.563,5.556,5.557,5.556
"P6",5.62766666666667,5.614,5.626,0,0,0,0,0,5.633,5.633,5.639
"P7",6.28466666666667,0,6.294,6.288,6.288,6.294,6.282,6.288,6.282,0,0
"P8",6.38816666666667,6.396,0,0,0,0,0,0,0,6.377,0
"P9",6.76866666666667,0,0,0,6.772,0,0,0,0,0,0
"P10",6.85766666666667,0,0,0,6.861,0,0,0,0,0,0
"P11",6.93366666666667,0,6.937,6.937,6.937,0,0,0,0,0,0
"P12",7.00966666666667,0,0,0,0,0,7.013,0,0,0,0
"P13",7.08033333333333,0,7.071,7.109,7.071,0,0,0,0,0,0
"P14",7.31816666666667,0,0,7.312,0,7.331,0,0,0,0,0
"P15",7.45216666666667,0,7.459,0,7.452,0,0,0,0,0,0
"P16",7.56966666666667,0,0,0,7.573,0,0,0,0,0,0
"P17",7.71833333333333,0,0,7.713,0,0,0,7.726,7.726,0,0
"P18",7.84966666666667,0,7.853,0,7.853,0,0,0,0,0,0
"P19",8.01816666666667,8.019,8.018,8.018,8.019,8.031,8.025,8.019,8.019,8.019,8.018
"P20",8.168,0,8.165,8.184,8.165,0,0,0,0,0,0
"P21",8.29822222222222,8.292,8.33,8.254,8.33,8.298,8.298,8.299,0,8.311,8.292
"P22",8.57666666666667,8.597,0,8.553,0,0,0,0,0,0,0
"P23",8.66466666666667,0,0,0,0,0,0,0,0,8.668,0
"P24",9.42286666666667,9.418,9.418,9.424,9.418,9.425,9.431,9.425,9.425,9.431,9.437
"P25",9.75816666666667,0,9.774,9.749,0,0,0,0,0,0,0
"P26",10.0696666666667,0,0,10.073,0,10.073,0,0,0,0,0
"P27",10.2516666666667,0,0,10.258,10.252,0,0,0,0,0,0
"P28",10.5433333333333,0,10.551,10.538,10.551,0,0,0,0,0,0
"P29",10.6455666666667,10.646,10.64,10.64,10.646,10.659,10.652,10.652,10.652,10.646,10.646
"P30",11.3551666666667,0,0,11.352,0,11.365,0,0,0,0,0
"P31",11.6606666666667,0,0,11.664,0,0,0,0,0,0,0
"P32",11.9924166666667,11.995,0,11.995,12.014,11.969,0,0,0,0,0
"P33",12.2761666666667,0,12.281,12.281,12.275,12.281,0,0,0,0,0
"P34",12.4346666666667,0,0,12.44,0,12.44,0,0,0,12.434,0
"P35",12.5006666666667,0,0,0,12.504,0,0,0,0,0,0
"P36",12.6499166666667,0,12.663,12.663,12.663,0,0,0,0,0,12.624
"P37",12.869,0,12.885,12.847,12.885,0,0,0,0,0,0
"P38",13.0096666666667,0,13.032,0,13.032,0,0,12.975,0,0,0
"P39",13.0856666666667,0,0,13.083,0,13.095,0,0,0,0,0
"P40",13.1686666666667,0,0,13.172,0,0,0,0,0,0,0
"P41",13.2316666666667,0,13.235,13.235,13.235,0,0,0,0,0,0
"P42",13.3573333333333,0,13.331,13.363,13.337,13.382,0,13.382,0,0,13.369
"P43",13.5686666666667,0,13.572,0,0,0,0,0,0,0,0
"P44",13.6931666666667,0,13.7,0,13.693,0,0,0,0,0,0
"P45",13.7786666666667,0,0,13.782,0,0,0,0,0,0,0
"P46",13.8679166666667,0,13.871,13.865,13.865,13.884,0,0,0,0,0
"P47",13.9879666666667,13.992,13.986,13.992,13.992,13.992,13.992,13.993,13.992,13.986,13.986
"P48",14.1036666666667,0,14.101,0,14.113,0,0,0,0,0,0
"P49",14.29,0,14.291,14.298,14.291,0,0,0,0,0,0
"P50",14.3536666666667,0,14.355,14.355,14.361,0,0,0,0,0,0
"P51",14.5550666666667,14.546,14.565,14.565,14.559,14.565,14.552,14.559,14.552,14.565,14.546
"P52",14.8031666666667,0,0,14.8,0,0,0,0,14.813,0,0
"P53",15.0706666666667,0,0,0,15.074,0,0,0,0,0,0
"P54",15.404,15.411,15.417,15.367,15.424,15.367,0,15.411,15.417,15.418,15.424
"P55",15.6746666666667,0,0,15.678,0,0,0,0,0,0,0
"P56",15.7396666666667,0,15.729,15.742,15.742,15.755,0,0,0,15.748,15.742
"P57",15.9524666666667,0,15.939,15.971,15.946,15.971,0,15.952,0,0,0
"P58",16.1076666666667,0,16.124,16.098,0,0,0,0,0,0,0
"P59",16.2856666666667,0,0,16.289,0,0,0,0,0,0,0
"P60",16.5446666666667,0,0,16.55,16.544,16.55,0,0,0,0,0
"P61",17.0046666666667,0,0,17.008,0,0,0,0,0,0,0
"P62",17.1446666666667,0,0,17.148,0,0,0,0,0,0,0
"P63",17.2546666666667,0,0,17.237,0,17.243,0,0,17.294,0,0
"P64",17.4276666666667,0,0,17.428,0,17.434,0,0,0,0,0
"P65",17.5583333333333,0,17.574,17.549,17.562,0,0,0,0,0,0
"P66",17.6406666666667,0,0,0,0,0,0,0,17.644,0,0
"P67",18.0129166666667,0,18.007,18.013,18.013,0,0,0,0,0,18.032
"P68",18.1321666666667,0,18.128,18.14,18.134,18.14,0,0,0,0,0
