"","mean_RT","0141","0142","0143","0144","0145","0146","0147","0148","0149","0150"
"P1",4.12516666666667,0,0,0,0,0,0,4.138,0,4.119,0
"P2",4.60516666666667,0,0,4.602,0,0,4.609,0,4.602,4.621,0
"P3",5.43866666666667,0,0,5.442,0,0,0,0,0,0,0
"P4",5.55266666666667,0,0,5.556,0,0,0,0,0,0,0
"P5",5.62306666666667,5.62,5.626,5.62,5.626,5.62,5.633,5.633,5.627,5.633,5.626
"P6",5.96666666666667,5.97,0,0,0,0,0,0,0,0,0
"P7",6.17066666666667,6.174,0,0,0,0,0,0,0,0,0
"P8",6.28911111111111,0,6.282,6.288,6.294,6.288,6.314,6.288,6.288,6.295,6.295
"P9",6.68566666666667,0,0,6.689,0,0,0,0,0,0,0
"P10",6.95266666666667,0,0,6.937,6.937,0,0,6.962,0,7.001,6.943
"P11",7.11166666666667,7.115,0,0,0,0,0,0,0,0,0
"P12",7.18166666666667,0,0,0,0,0,0,0,7.185,0,0
"P13",7.24566666666667,0,0,0,0,7.249,0,0,0,0,0
"P14",7.41766666666667,0,0,7.421,0,0,0,0,0,0,0
"P15",7.71709523809524,7.713,0,7.707,7.739,7.732,0,7.713,0,7.713,7.726
"P16",7.926,7.929,0,0,0,0,7.923,0,0,7.936,0
"P17",8.00816666666667,8.012,8.012,8.012,8.012,8.006,8.012,8.006,8.012,8.019,8.012
"P18",8.30252380952381,8.298,0,8.305,8.318,0,8.311,8.305,8.305,8.299,0
"P19",8.60066666666667,8.604,0,0,0,0,0,0,0,0,0
"P20",8.66416666666667,0,0,8.674,0,0,0,0,0,8.661,0
"P21",9.42956666666667,9.444,9.437,9.418,9.425,9.444,9.437,9.431,9.437,9.431,9.425
"P22",9.54866666666667,0,0,0,0,0,0,0,0,9.552,0
"P23",9.77166666666667,0,0,0,0,9.775,0,0,0,0,0
"P24",9.97116666666667,9.965,0,0,0,0,9.984,0,0,0,0
"P25",10.3056666666667,0,0,10.309,0,0,0,0,0,0,0
"P26",10.6358666666667,10.64,10.633,10.633,10.64,10.64,10.64,10.64,10.646,10.64,10.64
"P27",10.8083333333333,10.811,0,0,0,0,10.812,0,0,10.812,0
